pvs_id,mode,context,O46
TR04_SRC120_HRC95,3,pc,3.2406481592240346
TR04_SRC109_HRC01,0,mobile,4.9522177313124995
TR04_SRC109_HRC01,1,mobile,4.626846825657929
TR04_SRC109_HRC01,2,mobile,4.939739921275001
TR04_SRC109_HRC01,3,mobile,4.9393601621
TR04_SRC109_HRC01,0,pc,4.9522177313124995
TR04_SRC109_HRC01,1,pc,4.626846825657929
TR04_SRC109_HRC01,2,pc,4.939739921275001
TR04_SRC109_HRC01,3,pc,4.9393601621
TR04_SRC118_HRC80,0,mobile,3.6279132604378423
TR04_SRC118_HRC80,1,mobile,3.368162600105523
TR04_SRC118_HRC80,2,mobile,3.2267985327960353
TR04_SRC118_HRC80,3,mobile,2.555408056375381
TR04_SRC118_HRC80,0,pc,3.6279132604378423
TR04_SRC118_HRC80,1,pc,3.368162600105523
TR04_SRC118_HRC80,2,pc,3.2267985327960353
TR04_SRC118_HRC80,3,pc,2.555408056375381
TR04_SRC200_HRC03,0,mobile,1.7963623428803963
TR04_SRC200_HRC03,1,mobile,1.6086659165863995
TR04_SRC200_HRC03,2,mobile,1.6780052249662112
TR04_SRC200_HRC03,3,mobile,1.587342550101074
TR04_SRC200_HRC03,0,pc,1.7963623428803963
TR04_SRC200_HRC03,1,pc,1.6086659165863995
TR04_SRC200_HRC03,2,pc,1.6780052249662112
TR04_SRC200_HRC03,3,pc,1.587342550101074
TR04_SRC129_HRC87,0,mobile,4.130605536923977
TR04_SRC129_HRC87,1,mobile,3.6889627357026713
TR04_SRC129_HRC87,2,mobile,3.8945124006419536
TR04_SRC129_HRC87,3,mobile,3.902280322077759
TR04_SRC129_HRC87,0,pc,4.130605536923977
TR04_SRC129_HRC87,1,pc,3.6889627357026713
TR04_SRC129_HRC87,2,pc,3.8945124006419536
TR04_SRC129_HRC87,3,pc,3.902280322077759
TR04_SRC201_HRC81,0,mobile,3.4898417946996942
TR04_SRC201_HRC81,1,mobile,2.801633359854715
TR04_SRC201_HRC81,2,mobile,3.330609485179627
TR04_SRC201_HRC81,3,mobile,2.8447658477799216
TR04_SRC201_HRC81,0,pc,3.4898417946996942
TR04_SRC201_HRC81,1,pc,2.801633359854715
TR04_SRC201_HRC81,2,pc,3.330609485179627
TR04_SRC201_HRC81,3,pc,2.8447658477799216
TR04_SRC203_HRC03,0,mobile,1.7669586460909132
TR04_SRC203_HRC03,1,mobile,1.5716361038045932
TR04_SRC203_HRC03,2,mobile,1.5293495058079776
TR04_SRC203_HRC03,3,mobile,1.48879860563201
TR04_SRC203_HRC03,0,pc,1.7669586460909132
TR04_SRC203_HRC03,1,pc,1.5716361038045932
TR04_SRC203_HRC03,2,pc,1.5293495058079776
TR04_SRC203_HRC03,3,pc,1.48879860563201
TR04_SRC204_HRC96,0,mobile,2.649537650048158
TR04_SRC204_HRC96,1,mobile,2.3323687561072495
TR04_SRC204_HRC96,2,mobile,2.097037500546674
TR04_SRC204_HRC96,3,mobile,1.9380488389305197
TR04_SRC204_HRC96,0,pc,2.649537650048158
TR04_SRC204_HRC96,1,pc,2.3323687561072495
TR04_SRC204_HRC96,2,pc,2.097037500546674
TR04_SRC204_HRC96,3,pc,1.9380488389305197
TR04_SRC205_HRC95,0,mobile,3.160251112102704
TR04_SRC205_HRC95,1,mobile,2.6631517821828616
TR04_SRC205_HRC95,2,mobile,2.7467277295012664
TR04_SRC205_HRC95,3,mobile,2.6532642951463434
TR04_SRC205_HRC95,0,pc,3.160251112102704
TR04_SRC205_HRC95,1,pc,2.6631517821828616
TR04_SRC205_HRC95,2,pc,2.7467277295012664
TR04_SRC205_HRC95,3,pc,2.6532642951463434
TR04_SRC206_HRC96,0,mobile,2.6514706202630847
TR04_SRC206_HRC96,1,mobile,2.282219000519803
TR04_SRC206_HRC96,2,mobile,2.4358773254966692
TR04_SRC206_HRC96,3,mobile,2.2876631901983115
TR04_SRC206_HRC96,0,pc,2.6514706202630847
TR04_SRC206_HRC96,1,pc,2.282219000519803
TR04_SRC206_HRC96,2,pc,2.4358773254966692
TR04_SRC206_HRC96,3,pc,2.2876631901983115
TR04_SRC208_HRC96,0,mobile,2.6453290974622474
TR04_SRC208_HRC96,1,mobile,2.689678725019551
TR04_SRC208_HRC96,2,mobile,2.6830685479518017
TR04_SRC208_HRC96,3,mobile,2.4166064806340617
TR04_SRC208_HRC96,0,pc,2.6453290974622474
TR04_SRC208_HRC96,1,pc,2.689678725019551
TR04_SRC208_HRC96,2,pc,2.6830685479518017
TR04_SRC208_HRC96,3,pc,2.4166064806340617
TR04_SRC209_HRC87,0,mobile,4.119925238779438
TR04_SRC209_HRC87,1,mobile,4.155885096573543
TR04_SRC209_HRC87,2,mobile,4.07618326010794
TR04_SRC209_HRC87,3,mobile,3.7731230683148596
TR04_SRC209_HRC87,0,pc,4.119925238779438
TR04_SRC209_HRC87,1,pc,4.155885096573543
TR04_SRC209_HRC87,2,pc,4.07618326010794
TR04_SRC209_HRC87,3,pc,3.7731230683148596
TR04_SRC211_HRC91,0,mobile,3.1599456416261757
TR04_SRC211_HRC91,1,mobile,3.1474447762050675
TR04_SRC211_HRC91,2,mobile,3.1105599841467293
TR04_SRC211_HRC91,3,mobile,3.083044007417842
TR04_SRC211_HRC91,0,pc,3.1599456416261757
TR04_SRC211_HRC91,1,pc,3.1474447762050675
TR04_SRC211_HRC91,2,pc,3.1105599841467293
TR04_SRC211_HRC91,3,pc,3.083044007417842
TR04_SRC213_HRC86,0,mobile,4.143602473946366
TR04_SRC213_HRC86,1,mobile,3.577528258014733
TR04_SRC213_HRC86,2,mobile,3.6778168597699903
TR04_SRC213_HRC86,3,mobile,3.6443402846613693
TR04_SRC213_HRC86,0,pc,4.143602473946366
TR04_SRC213_HRC86,1,pc,3.577528258014733
TR04_SRC213_HRC86,2,pc,3.6778168597699903
TR04_SRC213_HRC86,3,pc,3.6443402846613693
TR04_SRC212_HRC95,0,mobile,3.1407662215368504
TR04_SRC212_HRC95,1,mobile,3.1977204811191164
TR04_SRC212_HRC95,2,mobile,3.1978247198610994
TR04_SRC212_HRC95,3,mobile,2.8556576520697
TR04_SRC212_HRC95,0,pc,3.1407662215368504
TR04_SRC212_HRC95,1,pc,3.1977204811191164
TR04_SRC212_HRC95,2,pc,3.1978247198610994
TR04_SRC212_HRC95,3,pc,2.8556576520697
TR04_SRC214_HRC94,0,mobile,2.654892165774201
TR04_SRC214_HRC94,1,mobile,2.342552357610236
TR04_SRC214_HRC94,2,mobile,2.216225980499573
TR04_SRC214_HRC94,3,mobile,2.101174939608872
TR04_SRC214_HRC94,0,pc,2.654892165774201
TR04_SRC214_HRC94,1,pc,2.342552357610236
TR04_SRC214_HRC94,2,pc,2.216225980499573
TR04_SRC214_HRC94,3,pc,2.101174939608872
TR04_SRC216_HRC81,0,mobile,3.4347069493677598
TR04_SRC216_HRC81,1,mobile,2.736941697184007
TR04_SRC216_HRC81,2,mobile,2.6539884040252586
TR04_SRC216_HRC81,3,mobile,2.4681512416252063
TR04_SRC216_HRC81,0,pc,3.4347069493677598
TR04_SRC216_HRC81,1,pc,2.736941697184007
TR04_SRC216_HRC81,2,pc,2.6539884040252586
TR04_SRC216_HRC81,3,pc,2.4681512416252063
TR04_SRC217_HRC81,0,mobile,3.4579792054617675
TR04_SRC217_HRC81,1,mobile,3.563345284629912
TR04_SRC217_HRC81,2,mobile,3.430689624439553
TR04_SRC217_HRC81,3,mobile,3.13448154535933
TR04_SRC217_HRC81,0,pc,3.4579792054617675
TR04_SRC217_HRC81,1,pc,3.563345284629912
TR04_SRC217_HRC81,2,pc,3.430689624439553
TR04_SRC217_HRC81,3,pc,3.13448154535933
TR04_SRC215_HRC92,0,mobile,3.106616820822634
TR04_SRC215_HRC92,1,mobile,2.9238283566090577
TR04_SRC215_HRC92,2,mobile,3.092231521440767
TR04_SRC215_HRC92,3,mobile,3.048529066879618
TR04_SRC215_HRC92,0,pc,3.106616820822634
TR04_SRC215_HRC92,1,pc,2.9238283566090577
TR04_SRC215_HRC92,2,pc,3.092231521440767
TR04_SRC215_HRC92,3,pc,3.048529066879618
TR04_SRC218_HRC02,0,mobile,1.3734593990637904
TR04_SRC218_HRC02,1,mobile,1.3031431102480182
TR04_SRC218_HRC02,2,mobile,1.3033711597108022
TR04_SRC218_HRC02,3,mobile,1.2985738778614033
TR04_SRC218_HRC02,0,pc,1.3734593990637904
TR04_SRC218_HRC02,1,pc,1.3031431102480182
TR04_SRC218_HRC02,2,pc,1.3033711597108022
TR04_SRC218_HRC02,3,pc,1.2985738778614033
TR04_SRC219_HRC86,0,mobile,4.0991943347657624
TR04_SRC219_HRC86,1,mobile,3.6281678667819297
TR04_SRC219_HRC86,2,mobile,3.4904269405306483
TR04_SRC219_HRC86,3,mobile,3.2545774095038182
TR04_SRC219_HRC86,0,pc,4.0991943347657624
TR04_SRC219_HRC86,1,pc,3.6281678667819297
TR04_SRC219_HRC86,2,pc,3.4904269405306483
TR04_SRC219_HRC86,3,pc,3.2545774095038182
TR04_SRC220_HRC94,0,mobile,2.657014216932337
TR04_SRC220_HRC94,1,mobile,2.3019589448062447
TR04_SRC220_HRC94,2,mobile,2.3134026752427825
TR04_SRC220_HRC94,3,mobile,2.2733434882710943
TR04_SRC220_HRC94,0,pc,2.657014216932337
TR04_SRC220_HRC94,1,pc,2.3019589448062447
TR04_SRC220_HRC94,2,pc,2.3134026752427825
TR04_SRC220_HRC94,3,pc,2.2733434882710943
TR04_SRC221_HRC85,0,mobile,3.9645462676760377
TR04_SRC221_HRC85,1,mobile,3.317900902627302
TR04_SRC221_HRC85,2,mobile,3.361677199820514
TR04_SRC221_HRC85,3,mobile,3.213149988167773
TR04_SRC221_HRC85,0,pc,3.9645462676760377
TR04_SRC221_HRC85,1,pc,3.317900902627302
TR04_SRC221_HRC85,2,pc,3.361677199820514
TR04_SRC221_HRC85,3,pc,3.213149988167773
TR04_SRC222_HRC84,0,mobile,2.2854921274824442
TR04_SRC222_HRC84,1,mobile,2.0727797819205267
TR04_SRC222_HRC84,2,mobile,2.1065875441964876
TR04_SRC222_HRC84,3,mobile,2.038199474239756
TR04_SRC222_HRC84,0,pc,2.2854921274824442
TR04_SRC222_HRC84,1,pc,2.0727797819205267
TR04_SRC222_HRC84,2,pc,2.1065875441964876
TR04_SRC222_HRC84,3,pc,2.038199474239756
TR04_SRC223_HRC84,0,mobile,2.3110059303694355
TR04_SRC223_HRC84,1,mobile,2.280956277395166
TR04_SRC223_HRC84,2,mobile,2.213333448033231
TR04_SRC223_HRC84,3,mobile,2.04847188531203
TR04_SRC223_HRC84,0,pc,2.3110059303694355
TR04_SRC223_HRC84,1,pc,2.280956277395166
TR04_SRC223_HRC84,2,pc,2.213333448033231
TR04_SRC223_HRC84,3,pc,2.04847188531203
TR04_SRC224_HRC93,0,mobile,3.2052730663904216
TR04_SRC224_HRC93,1,mobile,3.0143091947872147
TR04_SRC224_HRC93,2,mobile,2.7158313206331024
TR04_SRC224_HRC93,3,mobile,2.648442066700359
TR04_SRC224_HRC93,0,pc,3.2052730663904216
TR04_SRC224_HRC93,1,pc,3.0143091947872147
TR04_SRC224_HRC93,2,pc,2.7158313206331024
TR04_SRC224_HRC93,3,pc,2.648442066700359
TR04_SRC225_HRC85,0,mobile,3.93560423090082
TR04_SRC225_HRC85,1,mobile,3.8678905125998906
TR04_SRC225_HRC85,2,mobile,3.622107459361593
TR04_SRC225_HRC85,3,mobile,3.3364555524178674
TR04_SRC225_HRC85,0,pc,3.93560423090082
TR04_SRC225_HRC85,1,pc,3.8678905125998906
TR04_SRC225_HRC85,2,pc,3.622107459361593
TR04_SRC225_HRC85,3,pc,3.3364555524178674
TR04_SRC227_HRC82,0,mobile,1.8180995756071023
TR04_SRC227_HRC82,1,mobile,1.7958043451493437
TR04_SRC227_HRC82,2,mobile,2.1446986648113686
TR04_SRC227_HRC82,3,mobile,1.8417700710306435
TR04_SRC227_HRC82,0,pc,1.8180995756071023
TR04_SRC227_HRC82,1,pc,1.7958043451493437
TR04_SRC227_HRC82,2,pc,2.1446986648113686
TR04_SRC227_HRC82,3,pc,1.8417700710306435
TR04_SRC228_HRC82,0,mobile,1.8442903261772479
TR04_SRC228_HRC82,1,mobile,1.705380575044341
TR04_SRC228_HRC82,2,mobile,2.0296220127908478
TR04_SRC228_HRC82,3,mobile,1.6261982010943827
TR04_SRC228_HRC82,0,pc,1.8442903261772479
TR04_SRC228_HRC82,1,pc,1.705380575044341
TR04_SRC228_HRC82,2,pc,2.0296220127908478
TR04_SRC228_HRC82,3,pc,1.6261982010943827
TR04_SRC226_HRC80,0,mobile,3.6271813696325497
TR04_SRC226_HRC80,1,mobile,3.717234664458121
TR04_SRC226_HRC80,2,mobile,3.4314161890077237
TR04_SRC226_HRC80,3,mobile,2.0624282767774664
TR04_SRC226_HRC80,0,pc,3.6271813696325497
TR04_SRC226_HRC80,1,pc,3.717234664458121
TR04_SRC226_HRC80,2,pc,3.4314161890077237
TR04_SRC226_HRC80,3,pc,2.0624282767774664
TR04_SRC230_HRC03,0,mobile,1.7624841815119683
TR04_SRC230_HRC03,1,mobile,1.6408802306320345
TR04_SRC230_HRC03,2,mobile,1.568704416172523
TR04_SRC230_HRC03,3,mobile,1.514586297949494
TR04_SRC230_HRC03,0,pc,1.7624841815119683
TR04_SRC230_HRC03,1,pc,1.6408802306320345
TR04_SRC230_HRC03,2,pc,1.568704416172523
TR04_SRC230_HRC03,3,pc,1.514586297949494
TR04_SRC229_HRC90,0,mobile,3.8627377055757295
TR04_SRC229_HRC90,1,mobile,3.6696752724263235
TR04_SRC229_HRC90,2,mobile,3.7516928117396384
TR04_SRC229_HRC90,3,mobile,3.6829843150847275
TR04_SRC229_HRC90,0,pc,3.8627377055757295
TR04_SRC229_HRC90,1,pc,3.6696752724263235
TR04_SRC229_HRC90,2,pc,3.7516928117396384
TR04_SRC229_HRC90,3,pc,3.6829843150847275
TR04_SRC231_HRC91,0,mobile,3.1599456416261757
TR04_SRC231_HRC91,1,mobile,2.948783932435565
TR04_SRC231_HRC91,2,mobile,2.987553962295878
TR04_SRC231_HRC91,3,mobile,2.9137894048867063
TR04_SRC231_HRC91,0,pc,3.1599456416261757
TR04_SRC231_HRC91,1,pc,2.948783932435565
TR04_SRC231_HRC91,2,pc,2.987553962295878
TR04_SRC231_HRC91,3,pc,2.9137894048867063
TR04_SRC232_HRC89,0,mobile,3.199383839560877
TR04_SRC232_HRC89,1,mobile,2.9882592040025697
TR04_SRC232_HRC89,2,mobile,2.9792527416113166
TR04_SRC232_HRC89,3,mobile,2.9559023431628555
TR04_SRC232_HRC89,0,pc,3.199383839560877
TR04_SRC232_HRC89,1,pc,2.9882592040025697
TR04_SRC232_HRC89,2,pc,2.9792527416113166
TR04_SRC232_HRC89,3,pc,2.9559023431628555
TR04_SRC305_HRC90,0,mobile,3.8717356049016045
TR04_SRC305_HRC90,1,mobile,3.770933017286914
TR04_SRC305_HRC90,2,mobile,3.8717356049016045
TR04_SRC305_HRC90,3,mobile,3.8717356049016045
TR04_SRC305_HRC90,0,pc,3.8717356049016045
TR04_SRC305_HRC90,1,pc,3.770933017286914
TR04_SRC305_HRC90,2,pc,3.8717356049016045
TR04_SRC305_HRC90,3,pc,3.8717356049016045
TR04_SRC308_HRC89,0,mobile,3.221388582549711
TR04_SRC308_HRC89,1,mobile,3.0026545531186826
TR04_SRC308_HRC89,2,mobile,3.1959088492825747
TR04_SRC308_HRC89,3,mobile,3.2123547280522398
TR04_SRC308_HRC89,0,pc,3.221388582549711
TR04_SRC308_HRC89,1,pc,3.0026545531186826
TR04_SRC308_HRC89,2,pc,3.1959088492825747
TR04_SRC308_HRC89,3,pc,3.2123547280522398
TR04_SRC315_HRC84,0,mobile,2.2874491082875785
TR04_SRC315_HRC84,1,mobile,2.299088638717671
TR04_SRC315_HRC84,2,mobile,2.2875069754112713
TR04_SRC315_HRC84,3,mobile,2.1686555774392975
TR04_SRC315_HRC84,0,pc,2.2874491082875785
TR04_SRC315_HRC84,1,pc,2.299088638717671
TR04_SRC315_HRC84,2,pc,2.2875069754112713
TR04_SRC315_HRC84,3,pc,2.1686555774392975
TR04_SRC318_HRC86,0,mobile,4.073712616721396
TR04_SRC318_HRC86,1,mobile,4.126537013221478
TR04_SRC318_HRC86,2,mobile,4.228040365286357
TR04_SRC318_HRC86,3,mobile,4.166519109389085
TR04_SRC318_HRC86,0,pc,4.073712616721396
TR04_SRC318_HRC86,1,pc,4.126537013221478
TR04_SRC318_HRC86,2,pc,4.228040365286357
TR04_SRC318_HRC86,3,pc,4.166519109389085
TR04_SRC317_HRC88,0,mobile,3.9158544899507643
TR04_SRC317_HRC88,1,mobile,3.628683484040441
TR04_SRC317_HRC88,2,mobile,3.9158544899507643
TR04_SRC317_HRC88,3,mobile,3.6074418787609392
TR04_SRC317_HRC88,0,pc,3.9158544899507643
TR04_SRC317_HRC88,1,pc,3.628683484040441
TR04_SRC317_HRC88,2,pc,3.9158544899507643
TR04_SRC317_HRC88,3,pc,3.6074418787609392
TR04_SRC321_HRC83,0,mobile,4.184975932298547
TR04_SRC321_HRC83,1,mobile,3.7020653323242065
TR04_SRC321_HRC83,2,mobile,4.031080377610466
TR04_SRC321_HRC83,3,mobile,3.9686164639108252
TR04_SRC321_HRC83,0,pc,4.184975932298547
TR04_SRC321_HRC83,1,pc,3.7020653323242065
TR04_SRC321_HRC83,2,pc,4.031080377610466
TR04_SRC321_HRC83,3,pc,3.9686164639108252
TR04_SRC320_HRC89,0,mobile,3.217044044712211
TR04_SRC320_HRC89,1,mobile,3.1772058734007893
TR04_SRC320_HRC89,2,mobile,3.221388582549711
TR04_SRC320_HRC89,3,mobile,3.217044044712211
TR04_SRC320_HRC89,0,pc,3.217044044712211
TR04_SRC320_HRC89,1,pc,3.1772058734007893
TR04_SRC320_HRC89,2,pc,3.221388582549711
TR04_SRC320_HRC89,3,pc,3.217044044712211
TR04_SRC323_HRC93,0,mobile,3.373937177721156
TR04_SRC323_HRC93,1,mobile,2.9205418726275543
TR04_SRC323_HRC93,2,mobile,3.0066011919942603
TR04_SRC323_HRC93,3,mobile,2.759110834162006
TR04_SRC323_HRC93,0,pc,3.373937177721156
TR04_SRC323_HRC93,1,pc,2.9205418726275543
TR04_SRC323_HRC93,2,pc,3.0066011919942603
TR04_SRC323_HRC93,3,pc,2.759110834162006
TR04_SRC400_HRC83,0,mobile,3.997786397588512
TR04_SRC400_HRC83,1,mobile,4.083070991201197
TR04_SRC400_HRC83,2,mobile,3.5871043492366024
TR04_SRC400_HRC83,3,mobile,3.669074789016335
TR04_SRC400_HRC83,0,pc,3.997786397588512
TR04_SRC400_HRC83,1,pc,4.083070991201197
TR04_SRC400_HRC83,2,pc,3.5871043492366024
TR04_SRC400_HRC83,3,pc,3.669074789016335
TR04_SRC408_HRC82,0,mobile,1.8308074188486059
TR04_SRC408_HRC82,1,mobile,1.6904042946420472
TR04_SRC408_HRC82,2,mobile,1.700747505551268
TR04_SRC408_HRC82,3,mobile,1.6007827055531576
TR04_SRC408_HRC82,0,pc,1.8308074188486059
TR04_SRC408_HRC82,1,pc,1.6904042946420472
TR04_SRC408_HRC82,2,pc,1.700747505551268
TR04_SRC408_HRC82,3,pc,1.6007827055531576
TR04_SRC325_HRC88,0,mobile,3.9201990277882643
TR04_SRC325_HRC88,1,mobile,3.7937493529278186
TR04_SRC325_HRC88,2,mobile,3.9154774966938857
TR04_SRC325_HRC88,3,mobile,3.9065941154077026
TR04_SRC325_HRC88,0,pc,3.9201990277882643
TR04_SRC325_HRC88,1,pc,3.7937493529278186
TR04_SRC325_HRC88,2,pc,3.9154774966938857
TR04_SRC325_HRC88,3,pc,3.9065941154077026
TR04_SRC409_HRC85,0,mobile,3.9810590909503656
TR04_SRC409_HRC85,1,mobile,3.530299833638018
TR04_SRC409_HRC85,2,mobile,3.2597241556392706
TR04_SRC409_HRC85,3,mobile,3.1574948943115952
TR04_SRC409_HRC85,0,pc,3.9810590909503656
TR04_SRC409_HRC85,1,pc,3.530299833638018
TR04_SRC409_HRC85,2,pc,3.2597241556392706
TR04_SRC409_HRC85,3,pc,3.1574948943115952
TR04_SRC405_HRC91,0,mobile,3.1783308793084495
TR04_SRC405_HRC91,1,mobile,2.993285810169768
TR04_SRC405_HRC91,2,mobile,2.9745446610549404
TR04_SRC405_HRC91,3,mobile,2.9074851955485004
TR04_SRC405_HRC91,0,pc,3.1783308793084495
TR04_SRC405_HRC91,1,pc,2.993285810169768
TR04_SRC405_HRC91,2,pc,2.9745446610549404
TR04_SRC405_HRC91,3,pc,2.9074851955485004
TR04_SRC412_HRC87,0,mobile,4.138670248583752
TR04_SRC412_HRC87,1,mobile,3.754346547720635
TR04_SRC412_HRC87,2,mobile,3.5681408696908723
TR04_SRC412_HRC87,3,mobile,3.3417507332744525
TR04_SRC412_HRC87,0,pc,4.138670248583752
TR04_SRC412_HRC87,1,pc,3.754346547720635
TR04_SRC412_HRC87,2,pc,3.5681408696908723
TR04_SRC412_HRC87,3,pc,3.3417507332744525
TR04_SRC417_HRC93,0,mobile,3.160067564843426
TR04_SRC417_HRC93,1,mobile,3.128139507746099
TR04_SRC417_HRC93,2,mobile,3.0955936255951113
TR04_SRC417_HRC93,3,mobile,2.8161129134902616
TR04_SRC417_HRC93,0,pc,3.160067564843426
TR04_SRC417_HRC93,1,pc,3.128139507746099
TR04_SRC417_HRC93,2,pc,3.0955936255951113
TR04_SRC417_HRC93,3,pc,2.8161129134902616
TR04_SRC414_HRC92,0,mobile,3.126955149324411
TR04_SRC414_HRC92,1,mobile,2.917157169473346
TR04_SRC414_HRC92,2,mobile,2.885337319801126
TR04_SRC414_HRC92,3,mobile,2.736719528243398
TR04_SRC414_HRC92,0,pc,3.126955149324411
TR04_SRC414_HRC92,1,pc,2.917157169473346
TR04_SRC414_HRC92,2,pc,2.885337319801126
TR04_SRC414_HRC92,3,pc,2.736719528243398
TR04_SRC416_HRC90,0,mobile,3.8717356049016045
TR04_SRC416_HRC90,1,mobile,3.51936949417218
TR04_SRC416_HRC90,2,mobile,3.6189112212643773
TR04_SRC416_HRC90,3,mobile,3.414803732989105
TR04_SRC416_HRC90,0,pc,3.8717356049016045
TR04_SRC416_HRC90,1,pc,3.51936949417218
TR04_SRC416_HRC90,2,pc,3.6189112212643773
TR04_SRC416_HRC90,3,pc,3.414803732989105
TR04_SRC419_HRC94,0,mobile,2.691155163328188
TR04_SRC419_HRC94,1,mobile,2.5843821249358494
TR04_SRC419_HRC94,2,mobile,2.548959445464489
TR04_SRC419_HRC94,3,mobile,2.2688491332713516
TR04_SRC419_HRC94,0,pc,2.691155163328188
TR04_SRC419_HRC94,1,pc,2.5843821249358494
TR04_SRC419_HRC94,2,pc,2.548959445464489
TR04_SRC419_HRC94,3,pc,2.2688491332713516
TR06_SRC01_HRC01,0,mobile,4.962190015674999
TR06_SRC01_HRC01,1,mobile,4.903344179958059
TR06_SRC01_HRC01,2,mobile,4.966864207187498
TR06_SRC01_HRC01,3,mobile,4.981136373437499
TR06_SRC01_HRC01,0,pc,4.962190015674999
TR06_SRC01_HRC01,1,pc,4.903344179958059
TR06_SRC01_HRC01,2,pc,4.966864207187498
TR06_SRC01_HRC01,3,pc,4.981136373437499
TR06_SRC02_HRC01,0,mobile,4.961881219374998
TR06_SRC02_HRC01,1,mobile,4.719424007061413
TR06_SRC02_HRC01,2,mobile,4.936544988899999
TR06_SRC02_HRC01,3,mobile,4.938006052074998
TR06_SRC02_HRC01,0,pc,4.961881219374998
TR06_SRC02_HRC01,1,pc,4.719424007061413
TR06_SRC02_HRC01,2,pc,4.936544988899999
TR06_SRC02_HRC01,3,pc,4.938006052074998
TR06_SRC03_HRC02,0,mobile,1.612571963869125
TR06_SRC03_HRC02,1,mobile,1.5403945159347316
